target,test_family,n_obs,r2_base,r2_full,delta_r2,permutation_p,fdr_q,top_term,top_beta,effect_sign,low_confidence,base_terms,test_terms,analysis_family,target_class,natural_state,natural_state_token,channel_group,channel_group_token,band,band_token,feature_scope
state_working_ila_gamma_whole_slice_norm,behavior_all,204,0.215465962261169,0.27359186810094227,0.058125905839773284,0.3046953046953047,0.6386890420503866,rule_reversal_frequency,-0.10403824659334177,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Working,working,ILA,ila,gamma,gamma,whole_slice_norm
state_working_ila_gamma_whole_slice_norm,bias_block,204,0.215465962261169,0.23768027485781185,0.02221431259664286,0.3156843156843157,0.6386890420503866,bias_right,-0.04947839330710246,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Working,working,ILA,ila,gamma,gamma,whole_slice_norm
state_nrem_pl_theta_whole_slice_norm,bias_block,468,0.10448258903559104,0.11491359105140209,0.010431002015811042,0.3156843156843157,0.6386890420503866,bias_left,0.15256678015976774,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,PL,pl,theta,theta,whole_slice_norm
state_nrem_mos_theta_whole_slice_norm,behavior_all,468,0.53029792497825,0.5906232586037097,0.060325333625459665,0.3166833166833167,0.6386890420503866,perf_learned,0.11372384380627057,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,MOs,mos,theta,theta,whole_slice_norm
state_wake_pl_gamma_whole_slice_norm,learning_stage_block,526,0.025040846354297597,0.05591796398815729,0.030877117633859696,0.3166833166833167,0.6386890420503866,perf_intermediate,-0.10379824368266274,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Wake,wake,PL,pl,gamma,gamma,whole_slice_norm
state_nrem_ila_delta_whole_slice_norm,learning_stage_block,468,0.25152725639683615,0.263170246850416,0.01164299045357986,0.3166833166833167,0.6386890420503866,perf_intermediate,-0.07751003318019745,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ILA,ila,delta,delta,whole_slice_norm
state_working_pl_theta_whole_slice_norm,bias_block,204,0.15211037202527367,0.17537088878356,0.02326051675828633,0.3226773226773227,0.6400211358889045,bias_left,0.16201500641131977,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Working,working,PL,pl,theta,theta,whole_slice_norm
state_nrem_ila_gamma_whole_slice_norm,rule_block,468,0.040400265984902206,0.053127839861607074,0.012727573876704867,0.3226773226773227,0.6400211358889045,rule_reversal_frequency,0.28739639765538716,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ILA,ila,gamma,gamma,whole_slice_norm
state_nrem_mos_delta_whole_slice_norm,bias_block,468,0.5587824297907262,0.5679212930229023,0.009138863232176053,0.32867132867132864,0.6449364588899472,bias_right,-0.03586426716822468,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,MOs,mos,delta,delta,whole_slice_norm
state_nrem_pl_gamma_whole_slice_norm,behavior_all,468,0.036335310452570324,0.09552573094380234,0.05919042049123202,0.3306693306693307,0.6449364588899472,bias_left,-0.3033857161786507,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,PL,pl,gamma,gamma,whole_slice_norm
lfp_mos_theta_whole_slice_norm,behavior_all,526,0.7591686810642104,0.7835495351079975,0.024380854043787092,0.33666333666333664,0.6449364588899472,perf_learned,0.11146426542075943,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,MOs,mos,theta,theta,whole_slice_norm
lfp_pl_theta_whole_slice_norm,behavior_all,526,0.4065528199229389,0.42939489644590745,0.022842076522968546,0.33766233766233766,0.6449364588899472,rule_reversal_frequency,-0.15973051986596673,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,PL,pl,theta,theta,whole_slice_norm
lfp_acad_delta_whole_slice_norm,learning_stage_block,526,0.35130833413774465,0.36187326914742246,0.010564935009677812,0.34265734265734266,0.6449364588899472,perf_intermediate,-0.054005790118377556,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,global_lfp,global,global,ACAd,acad,delta,delta,whole_slice_norm
state_nrem_pl_delta_whole_slice_norm,learning_stage_block,468,0.11663221492388276,0.12606609120869094,0.009433876284808185,0.34565434565434566,0.6449364588899472,perf_intermediate,-0.16708881071623038,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,NREM,nrem,PL,pl,delta,delta,whole_slice_norm
state_rem_acad_gamma_whole_slice_norm,learning_stage_block,350,0.018306763076951005,0.045050149096035,0.026743386019083992,0.34665334665334663,0.6449364588899472,perf_intermediate,-0.06344323315568956,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,REM,rem,ACAd,acad,gamma,gamma,whole_slice_norm
state_wake_acad_theta_whole_slice_norm,bias_block,526,0.07593432555409685,0.09298962774659303,0.01705530219249618,0.34665334665334663,0.6449364588899472,bias_right,-0.07866538498551738,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Wake,wake,ACAd,acad,theta,theta,whole_slice_norm
state_wake_ila_delta_whole_slice_norm,learning_stage_block,526,0.20752743984567867,0.2211270326908228,0.013599592845144115,0.3546453546453546,0.6533924091176,perf_intermediate,-0.07682800951203965,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Wake,wake,ILA,ila,delta,delta,whole_slice_norm
state_wake_pl_delta_whole_slice_norm,rule_block,526,0.23690220926982686,0.24175764826017188,0.004855438990345018,0.35664335664335667,0.6533924091176,rule_reversal_frequency,-0.08667230337492446,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,Wake,wake,PL,pl,delta,delta,whole_slice_norm
state_rem_acad_theta_whole_slice_norm,learning_stage_block,350,0.2589168983536073,0.26905329432699654,0.010136395973389223,0.36163836163836166,0.6575242938879302,perf_intermediate,-0.05294526365749078,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,REM,rem,ACAd,acad,theta,theta,whole_slice_norm
state_rem_mos_delta_whole_slice_norm,behavior_all,350,0.2955370082994814,0.3200568814285565,0.02451987312907511,0.36563436563436563,0.6576280861995147,rule_reversal_frequency,-0.2971335343375167,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,MOs,mos,delta,delta,whole_slice_norm
state_working_ila_theta_whole_slice_norm,behavior_all,204,0.22039631363948964,0.29048935226200534,0.0700930386225157,0.36863136863136864,0.6576280861995147,perf_learned,-0.11689012102095955,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Working,working,ILA,ila,theta,theta,whole_slice_norm
lfp_acad_theta_whole_slice_norm,bias_block,526,0.3647358369641662,0.3769084328629225,0.0121725958987563,0.37162837162837165,0.6576280861995147,bias_right,-0.045946714310351446,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,ACAd,acad,theta,theta,whole_slice_norm
state_rem_acad_delta_whole_slice_norm,bias_block,350,0.26980964336646474,0.2807066515310257,0.010897008164560962,0.37662337662337664,0.6576280861995147,bias_right,-0.14583689906714695,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,ACAd,acad,delta,delta,whole_slice_norm
state_nrem_acad_gamma_whole_slice_norm,behavior_all,468,0.06471262595885374,0.11227231413604488,0.04755968817719114,0.3776223776223776,0.6576280861995147,perf_intermediate,-0.13700953028345786,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ACAd,acad,gamma,gamma,whole_slice_norm
state_nrem_acad_theta_whole_slice_norm,behavior_all,468,0.442635222741929,0.46221400536716073,0.019578782625231717,0.3786213786213786,0.6576280861995147,perf_learned,-0.02873614665501539,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ACAd,acad,theta,theta,whole_slice_norm
state_nrem_ila_gamma_whole_slice_norm,learning_stage_block,468,0.040400265984902206,0.05989058659190272,0.01949032060700051,0.3826173826173826,0.6576280861995147,perf_learned,0.20973721681562504,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ILA,ila,gamma,gamma,whole_slice_norm
state_working_acad_theta_whole_slice_norm,rule_block,204,0.06303683785918246,0.07392963324842405,0.010892795389241594,0.3836163836163836,0.6576280861995147,rule_reversal_frequency,-0.1297253728583754,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,Working,working,ACAd,acad,theta,theta,whole_slice_norm
lfp_pl_theta_whole_slice_norm,learning_stage_block,526,0.4065528199229389,0.4138930262076337,0.0073402062846947835,0.3876123876123876,0.6597657661487448,perf_intermediate,-0.07361574757362419,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,global_lfp,global,global,PL,pl,theta,theta,whole_slice_norm
state_working_acad_gamma_whole_slice_norm,learning_stage_block,204,0.11977994393938496,0.1444928197741041,0.02471287583471915,0.3936063936063936,0.6652502427150314,perf_intermediate,-0.10731943904229337,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Working,working,ACAd,acad,gamma,gamma,whole_slice_norm
lfp_ila_delta_whole_slice_norm,learning_stage_block,526,0.4320717341386058,0.4404765032966934,0.008404769158087633,0.4005994005994006,0.6723346583486444,perf_intermediate,-0.06213082570320066,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,global_lfp,global,global,ILA,ila,delta,delta,whole_slice_norm
lfp_acad_delta_whole_slice_norm,behavior_all,526,0.35130833413774465,0.3790999570985829,0.027791622960838258,0.4075924075924076,0.6793206793206793,rule_reversal_frequency,-0.12311545635686537,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,ACAd,acad,delta,delta,whole_slice_norm
lfp_ila_theta_whole_slice_norm,learning_stage_block,526,0.38436097611741105,0.39348555663172924,0.009124580514318192,0.42657342657342656,0.6922878446057255,perf_intermediate,-0.04268447199782562,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,global_lfp,global,global,ILA,ila,theta,theta,whole_slice_norm
lfp_acad_gamma_whole_slice_norm,behavior_all,526,0.31394829144363234,0.36411266401271825,0.0501643725690859,0.4275724275724276,0.6922878446057255,bias_left,-0.11497265807795366,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,ACAd,acad,gamma,gamma,whole_slice_norm
state_nrem_pl_theta_whole_slice_norm,behavior_all,468,0.10448258903559104,0.12772003075684535,0.023237441721254304,0.42857142857142855,0.6922878446057255,bias_left,0.1494928373672429,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,PL,pl,theta,theta,whole_slice_norm
state_wake_pl_theta_whole_slice_norm,bias_block,526,0.17507679552899813,0.18497729469956792,0.009900499170569788,0.42857142857142855,0.6922878446057255,bias_right,-0.08936437926586258,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Wake,wake,PL,pl,theta,theta,whole_slice_norm
state_rem_pl_theta_whole_slice_norm,rule_block,350,0.1484507748986723,0.1561965556288598,0.0077457807301875015,0.4325674325674326,0.6922878446057255,rule_reversal_frequency,-0.175527020560004,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,REM,rem,PL,pl,theta,theta,whole_slice_norm
state_wake_acad_delta_whole_slice_norm,behavior_all,526,0.21164829395632967,0.2395586137903194,0.027910319833989727,0.43356643356643354,0.6922878446057255,rule_reversal_frequency,-0.16594576791585727,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Wake,wake,ACAd,acad,delta,delta,whole_slice_norm
lfp_ila_gamma_whole_slice_norm,learning_stage_block,526,0.026812502270589067,0.041537092924069596,0.01472459065348053,0.4355644355644356,0.6922878446057255,perf_intermediate,-0.06172499436297423,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,global_lfp,global,global,ILA,ila,gamma,gamma,whole_slice_norm
state_nrem_ila_gamma_whole_slice_norm,bias_block,468,0.040400265984902206,0.055174520048916875,0.014774254064014669,0.44655344655344653,0.693483731458415,bias_left,-0.24292991699572844,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,NREM,nrem,ILA,ila,gamma,gamma,whole_slice_norm
state_working_acad_delta_whole_slice_norm,learning_stage_block,204,0.03298966257569913,0.054760883995326415,0.021771221419627285,0.4485514485514486,0.693483731458415,perf_learned,-0.14177549303242268,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Working,working,ACAd,acad,delta,delta,whole_slice_norm
lfp_acad_delta_whole_slice_norm,bias_block,526,0.35130833413774465,0.3589746577151549,0.007666323577410261,0.45354645354645357,0.693483731458415,bias_right,-0.058831104391697746,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,ACAd,acad,delta,delta,whole_slice_norm
lfp_ila_gamma_whole_slice_norm,behavior_all,526,0.026812502270589067,0.07507078587203853,0.04825828360144946,0.45454545454545453,0.693483731458415,bias_left,-0.18270588975853908,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,ILA,ila,gamma,gamma,whole_slice_norm
state_rem_pl_theta_whole_slice_norm,behavior_all,350,0.1484507748986723,0.1845267303424527,0.036075955443780394,0.45454545454545453,0.693483731458415,perf_intermediate,-0.2380452454609819,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,PL,pl,theta,theta,whole_slice_norm
state_working_ila_gamma_whole_slice_norm,learning_stage_block,204,0.215465962261169,0.23223665745139366,0.01677069519022467,0.45554445554445555,0.693483731458415,perf_intermediate,-0.03936112376027019,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Working,working,ILA,ila,gamma,gamma,whole_slice_norm
state_rem_mos_gamma_whole_slice_norm,behavior_all,350,0.2043303146877381,0.26709167535500444,0.06276136066726634,0.4565434565434565,0.693483731458415,rule_reversal_frequency,-0.07811272708826646,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,MOs,mos,gamma,gamma,whole_slice_norm
state_rem_pl_gamma_whole_slice_norm,learning_stage_block,350,0.06059414967447818,0.08154997042050594,0.020955820746027753,0.4755244755244755,0.7147852147852147,perf_learned,0.12741756271529414,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,REM,rem,PL,pl,gamma,gamma,whole_slice_norm
state_nrem_mos_theta_whole_slice_norm,rule_block,468,0.53029792497825,0.5428107733843365,0.012512848406086463,0.47652347652347654,0.7147852147852147,rule_reversal_frequency,0.08004577298193324,positive,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,NREM,nrem,MOs,mos,theta,theta,whole_slice_norm
state_rem_mos_delta_whole_slice_norm,bias_block,350,0.2955370082994814,0.3018989905962527,0.006361982296771318,0.47952047952047955,0.7148131371733857,bias_left,-0.1275722348034139,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,MOs,mos,delta,delta,whole_slice_norm
lfp_pl_delta_whole_slice_norm,bias_block,526,0.44888104867166545,0.4532008653758719,0.004319816704206447,0.48951048951048953,0.723666577325114,bias_right,-0.08516445274641316,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,global_lfp,global,global,PL,pl,delta,delta,whole_slice_norm
state_working_acad_theta_whole_slice_norm,learning_stage_block,204,0.06303683785918246,0.0827198073280957,0.019682969468913236,0.4915084915084915,0.723666577325114,perf_learned,-0.1006856594451554,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,Working,working,ACAd,acad,theta,theta,whole_slice_norm
state_rem_mos_delta_whole_slice_norm,learning_stage_block,350,0.2955370082994814,0.3016233958812331,0.006086387581751729,0.4945054945054945,0.723666577325114,perf_intermediate,-0.11219496897334,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""perf_intermediate"", ""perf_learned""]",lfp_behavior_modulation,state_lfp,REM,rem,MOs,mos,delta,delta,whole_slice_norm
state_wake_mos_gamma_whole_slice_norm,bias_block,526,0.2966669526242637,0.310602226081628,0.013935273457364339,0.5084915084915085,0.7351684460118195,bias_left,-0.05958483331968105,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Wake,wake,MOs,mos,gamma,gamma,whole_slice_norm
state_wake_mos_theta_whole_slice_norm,rule_block,526,0.43102032708801674,0.43648439124270966,0.005464064154692916,0.5084915084915085,0.7351684460118195,rule_reversal_frequency,-0.06521905677262818,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,Wake,wake,MOs,mos,theta,theta,whole_slice_norm
state_wake_mos_gamma_whole_slice_norm,rule_block,526,0.2966669526242637,0.3064031827736856,0.009736230149421932,0.5184815184815185,0.7451231403327211,rule_reversal_frequency,-0.06280502215858641,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency""]",lfp_behavior_modulation,state_lfp,Wake,wake,MOs,mos,gamma,gamma,whole_slice_norm
state_working_mos_theta_whole_slice_norm,behavior_all,204,0.1960472447752356,0.24314154364613982,0.047094298870904217,0.5384615384615384,0.7652812303975094,perf_learned,-0.12495451749173968,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,Working,working,MOs,mos,theta,theta,whole_slice_norm
state_rem_pl_delta_whole_slice_norm,behavior_all,350,0.17608270333653586,0.20310797928045077,0.027025275943914906,0.5404595404595405,0.7652812303975094,perf_intermediate,-0.5206739203362458,negative,0,"[""elapsed_day"", ""circadian_sin"", ""circadian_cos"", ""occ_wake"", ""occ_miniwake"", ""occ_nrem"", ""occ_rem""]","[""rule_frequency"", ""rule_reversal_frequency"", ""perf_intermediate"", ""perf_learned"", ""bias_left"", ""bias_right""]",lfp_behavior_modulation,state_lfp,REM,rem,PL,pl,delta,delta,whole_slice_norm
