hour_index,lfp_hour_valid,time_s,epoch_ms,iso_time,elapsed_day,day_index,zt_hour,circadian_sin,circadian_cos,is_dark,rule_code,rule_label,perf_pct,perf_state_code,perf_state_label,bias_score,bias_state_code,bias_state_label,trial_count,valid_perf_count,choice_count,behavior_fill_source,rule_frequency,rule_reversal_frequency,perf_intermediate,perf_learned,bias_left,bias_right,occ_wake,occ_miniwake,occ_nrem,occ_rem,occ_working,lfp_mos_delta_norm,lfp_mos_theta_norm,lfp_mos_gamma_norm,lfp_acad_delta_norm,lfp_acad_theta_norm,lfp_acad_gamma_norm,lfp_pl_delta_norm,lfp_pl_theta_norm,lfp_pl_gamma_norm,lfp_ila_delta_norm,lfp_ila_theta_norm,lfp_ila_gamma_norm,state_wake_mos_delta_norm,state_wake_mos_theta_norm,state_wake_mos_gamma_norm,state_wake_acad_delta_norm,state_wake_acad_theta_norm,state_wake_acad_gamma_norm,state_wake_pl_delta_norm,state_wake_pl_theta_norm,state_wake_pl_gamma_norm,state_wake_ila_delta_norm,state_wake_ila_theta_norm,state_wake_ila_gamma_norm,state_miniwake_mos_delta_norm,state_miniwake_mos_theta_norm,state_miniwake_mos_gamma_norm,state_miniwake_acad_delta_norm,state_miniwake_acad_theta_norm,state_miniwake_acad_gamma_norm,state_miniwake_pl_delta_norm,state_miniwake_pl_theta_norm,state_miniwake_pl_gamma_norm,state_miniwake_ila_delta_norm,state_miniwake_ila_theta_norm,state_miniwake_ila_gamma_norm,state_nrem_mos_delta_norm,state_nrem_mos_theta_norm,state_nrem_mos_gamma_norm,state_nrem_acad_delta_norm,state_nrem_acad_theta_norm,state_nrem_acad_gamma_norm,state_nrem_pl_delta_norm,state_nrem_pl_theta_norm,state_nrem_pl_gamma_norm,state_nrem_ila_delta_norm,state_nrem_ila_theta_norm,state_nrem_ila_gamma_norm,state_rem_mos_delta_norm,state_rem_mos_theta_norm,state_rem_mos_gamma_norm,state_rem_acad_delta_norm,state_rem_acad_theta_norm,state_rem_acad_gamma_norm,state_rem_pl_delta_norm,state_rem_pl_theta_norm,state_rem_pl_gamma_norm,state_rem_ila_delta_norm,state_rem_ila_theta_norm,state_rem_ila_gamma_norm
0,1,1800.0,1776616200000.0,2026-04-20T00:30:00+08:00,0.020833333333333332,0,0.5,0.13052619222005157,0.9914448613738104,1,0,location_rule,52.82626724243164,0,unlearned,-0.0016715856036171317,1,neutral,6,6,6,2,0,0,0,0,0,0,0.9748603105545044,0.0,0.025139665231108665,0.0,0.0,0.55880206823349,0.46665340662002563,1.728154182434082,1.6313048203786213,1.2233172754446666,1.878537933031718,2.311207818984985,2.272133207321167,0.8622648119926453,1.4799172083536785,1.2306948105494182,0.8365737597147623,1.2118624448776245,0.9059894680976868,1.3977011442184448,1.3632879455884297,1.264271040757497,1.5060572226842244,1.3262631177902222,1.360072088241577,1.0141060829162598,1.0194483200709026,1.0124597549438477,0.7606903910636902,1.3029375076293945,1.2418359518051147,1.0032528638839722,1.208832840124766,1.0638676782449086,0.6071287095546722,2.7489173889160154,1.7524768829345703,0.1723674088716507,1.4946353435516357,1.351906140645345,0.4359970490137736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,1,5400.0,1776619800000.0,2026-04-20T01:30:00+08:00,0.0625,0,1.5,0.3826834323650898,0.9238795325112867,1,0,location_rule,58.80225372314453,0,unlearned,0.23982416093349457,2,right_bias,27,26,26,1,0,0,0,0,0,1,0.5388888716697693,0.008333333767950535,0.4166666567325592,0.0027777778450399637,0.03333333507180214,1.9145901203155518,1.367922306060791,1.1011602878570557,1.3647584319114685,1.2968639532725017,0.9485973715782166,1.1884119272232057,1.4111082077026367,1.2751941680908203,1.1015189091364543,1.1877528826395671,0.8768297433853149,1.9142868518829346,1.4038487672805786,1.1322053670883179,1.1702731847763062,1.3246973752975464,0.9833022753397623,1.1584209680557251,1.4081451416015625,1.1211429357528686,0.9220077991485596,1.0316412846247356,0.7483349442481995,1.7660551071166992,1.2749327421188354,1.1043713092803955,1.6379847725232441,1.1957359115282695,0.8434934417406718,1.719343614578247,1.3752758026123046,1.3977061986923218,1.6917149623235066,1.3901135126749675,1.0737249851226807,7.33112096786499,2.531489849090576,1.297756314277649,5.607890367507935,2.1339639027913413,1.045604556798935,3.13553900718689,2.2610240936279298,1.9383376836776733,4.869081815083821,2.9472277959187827,1.4314699172973633,2.7144694328308105,1.6728885173797607,0.5663928985595703,1.922909329334895,1.3093608518441517,0.5727098286151886,3.456117582321167,1.9234488964080811,0.8114011645317077,1.4523456891377766,1.5012741486231487,0.7484292189280192
2,1,9000.0,1776623400000.0,2026-04-20T02:30:00+08:00,0.10416666666666667,0,2.5,0.6087614290087207,0.7933533402912352,1,0,location_rule,54.17959213256836,0,unlearned,0.5198953151702881,2,right_bias,20,20,20,1,0,0,0,0,0,1,0.2638888955116272,0.0027777778450399637,0.7055555582046509,0.02777777798473835,0.0,1.9507447481155396,1.4823073148727417,0.8768420219421387,1.0866045653820038,1.1916927893956502,0.8501957356929779,0.5258813500404358,0.5693460464477539,0.8003191947937012,0.7153189579645792,0.8872000575065613,0.6508844892183939,1.901651382446289,1.5309932231903076,1.099373698234558,1.0134014189243317,1.1397233108679454,1.041566530863444,0.9200038552284241,0.8991359591484069,0.9262877941131592,0.6820948918660482,0.6656521558761597,0.6822208762168884,1.2396618127822876,0.9639192223548889,1.0441405773162842,1.2274510463078816,1.0391473472118378,0.9971039195855459,1.4632282733917237,1.2054283142089843,0.6425430655479432,1.236640214920044,1.1092794338862102,0.6879123449325562,1.5375139713287354,1.089030385017395,1.0431654453277588,1.413844386736552,1.120189905166626,1.0605877538522084,2.158093500137329,1.8166486263275146,0.4900722444057465,1.6972575585047405,1.3837839365005493,0.6604242920875549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1,12600.0,1776627000000.0,2026-04-20T03:30:00+08:00,0.14583333333333334,0,3.5,0.7933533402912352,0.6087614290087207,1,0,location_rule,54.17959213256836,0,unlearned,0.5198953151702881,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.3027777671813965,0.0027777778450399637,0.6361111402511597,0.02500000037252903,0.03333333507180214,1.6239197254180908,1.368712067604065,0.689242959022522,0.775786558787028,1.0508573651313782,0.8634771704673767,0.20171672999858856,0.3124906778335571,0.928491735458374,0.5162560840447744,0.7527036865552267,0.6216448942820231,1.27640962600708,1.0847325325012207,0.6370261311531067,0.4191695898771286,0.6995755235354105,0.8169070382912954,0.25467397570610045,0.35395150184631347,0.6966823220252991,0.33392398556073505,0.4241752127806346,0.5347740948200226,1.1466569900512695,0.9958123564720154,0.9669805765151978,1.0970183809598286,1.076224724451701,1.2436446448167164,1.10902943611145,1.0396926164627076,0.8912132143974304,1.1108533541361492,1.0779436826705933,0.7171514828999838,1.6969248056411743,1.0176091194152832,1.0389933586120605,1.4413694540659587,1.1552604238192241,1.5487569173177083,1.5613298177719117,1.1303480863571167,0.8300370931625366,1.6849987506866455,1.271434227625529,0.9070894320805868,1.3731714487075806,1.8337472677230835,0.5195701122283936,0.5531916245818138,0.7632085730632147,0.4672991757591565,0.29359830617904664,0.5386636316776275,0.5827530205249787,0.6410864988962809,0.9299529592196146,0.601138969262441
4,1,16200.0,1776630600000.0,2026-04-20T04:30:00+08:00,0.1875,0,4.5,0.9238795325112867,0.38268343236508984,1,0,location_rule,58.529327392578125,0,unlearned,0.6110713481903076,2,right_bias,134,128,128,1,0,0,0,0,0,1,0.7111111283302307,0.0,0.10555555671453476,0.0,0.18333333730697632,0.35948866605758667,0.3579154312610626,0.7741990089416504,0.642673542102178,0.5440576175848643,0.7827814618746439,0.6738686800003052,0.7013137340545654,0.6520137429237366,0.739017387231191,0.6009575128555298,0.7980280915896097,0.596961259841919,0.5488924980163574,0.6887951493263245,0.648778979976972,0.6265095770359039,0.7251326938470205,0.5106229662895203,0.5434481799602509,0.6190015554428101,0.623757024606069,0.566249281167984,0.7396878004074097,0.7842374444007874,0.7554908990859985,0.8498751521110535,0.8423976898193359,1.025024821360906,1.1357797185579936,1.0884700536727905,1.2860645294189452,1.8225503444671631,0.7810166279474894,0.8762039144833883,1.1851096153259277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7691711187362671,0.8170325756072998,0.524734377861023,0.5479439323147138,0.6176229566335678,0.4896263728539149,0.8686841011047364,0.7058945298194885,0.6422674298286438,1.1814583539962769,0.8667329748471578,0.802590548992157
5,1,19800.0,1776634200000.0,2026-04-20T05:30:00+08:00,0.22916666666666666,0,5.5,0.9914448613738104,0.1305261922200517,1,0,location_rule,58.67051315307617,0,unlearned,0.2591211795806885,2,right_bias,5,4,4,2,0,0,0,0,0,1,0.9472222328186035,0.0,0.0,0.0,0.05277777835726738,0.2323664277791977,0.24739675223827362,0.7688326239585876,0.6802745759487152,0.43030958374341327,0.6795694728692373,1.2495666027069092,1.0107505559921264,0.49535917639732363,1.0023169716199238,0.8795113762219747,0.7879395683606466,0.5644540786743164,0.5488006472587585,0.6151279807090759,0.6127685705820719,0.514567106962204,0.6009713113307953,0.7339072585105896,0.6206971526145935,0.5915048718452454,0.7100537220637003,0.7544332345326742,0.7160695195198059,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1549865007400513,0.6903873682022095,0.6804854869842529,0.8030062268177668,0.5277067472537359,0.5494809945424398,1.8022415399551392,1.0565749287605286,0.9404471278190613,1.5282327731450398,1.1964232921600342,0.8643951614697775
6,1,23400.0,1776637800000.0,2026-04-20T06:30:00+08:00,0.2708333333333333,0,6.5,0.9914448613738104,-0.1305261922200516,0,0,location_rule,58.67051315307617,0,unlearned,0.2591211795806885,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.6472222208976746,0.0,0.35277777910232544,0.0,0.0,1.6192491054534912,1.3265788555145264,1.1176998615264893,1.736482560634613,1.4181647896766663,0.9454894860585531,2.19474139213562,2.4357746601104737,0.7057907342910766,1.6764593919118245,1.6981801986694336,0.6991254488627116,1.558549404144287,1.4289764165878296,1.0401396751403809,1.67280513048172,1.541579246520996,0.9159409701824188,1.8579627752304078,2.1262246131896974,0.9000665307044983,1.4702768325805664,1.6373777389526367,0.7443654735883077,1.7366329431533813,1.3727730512619019,1.1524828672409058,1.5556110541025798,1.2983434995015461,0.8850706219673157,1.623185634613037,1.3536349296569825,0.4603112280368805,1.5394646724065144,1.3390419880549114,0.5127242604891459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,27000.0,1776641400000.0,2026-04-20T07:30:00+08:00,0.3125,0,7.5,0.9238795325112868,-0.3826834323650895,0,0,location_rule,58.67051315307617,0,unlearned,0.2591211795806885,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.45277777314186096,0.0027777778450399637,0.5277777910232544,0.01666666753590107,0.0,1.6169506311416626,1.301013469696045,0.7615000009536743,1.0164827505747478,1.0062499642372131,0.8778929909070333,0.6009325981140137,0.5533995389938354,1.516808772087097,0.7591709097226461,0.828083316485087,1.0693471431732178,0.9322231411933899,0.8906238079071045,0.6711034774780273,0.7401868005593618,0.6849194665749868,0.7379503945509592,0.6756657958030701,0.5761691808700562,0.8788906455039978,0.6150821844736735,0.5582848389943441,0.7096011241277059,1.3820866346359253,1.1196069717407227,1.039268970489502,1.3273119926452637,1.11275980869929,1.3094007571538289,1.178001070022583,1.0821795463562012,1.714485502243042,1.3012183904647827,1.1557766596476238,1.439069112141927,1.1727733612060547,0.8630905747413635,1.074924111366272,1.139628807703654,0.8625167409578959,0.9763486484686533,1.1089548110961913,0.9714963912963868,1.2903234720230103,1.113262136777242,0.9515906969706217,1.6235060691833496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1,30600.0,1776645000000.0,2026-04-20T08:30:00+08:00,0.3541666666666667,0,8.5,0.7933533402912352,-0.6087614290087207,0,0,location_rule,58.67051315307617,0,unlearned,0.2591211795806885,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.125,0.0027777778450399637,0.8277778029441833,0.04444444552063942,0.0,1.7845336198806763,1.5383964776992798,0.6172157526016235,0.8199984927972158,1.107131540775299,0.8030177553494772,0.09523313343524933,0.1788689225912094,1.5332485437393188,0.46940871079762775,0.772514283657074,1.0792406002680461,1.6057788133621216,1.4635345935821533,0.505151629447937,0.3425654446085294,0.7065706153710684,0.6742977499961853,0.06769977360963822,0.09810467660427094,1.4537468671798706,0.18383451799551645,0.30753055214881897,0.7474137743314108,1.0373508930206299,0.9241049289703369,0.9165349006652832,1.0529036621252696,0.9868717789649963,1.2003153761227925,1.0796641826629638,0.9967126727104187,1.2598060369491577,1.0295108159383137,1.0225212176640828,1.2601337035497029,0.7789512872695923,0.6779699921607971,1.04978346824646,0.744688093662262,0.6732915937900543,1.0037187834580739,1.003709864616394,0.9045454859733582,1.065546715259552,0.7589425245920817,0.7466335495313009,0.9833622376124064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1,34200.0,1776648600000.0,2026-04-20T09:30:00+08:00,0.3958333333333333,0,9.5,0.6087614290087209,-0.793353340291235,0,0,location_rule,60.72080993652344,1,intermediate,0.23915675282478333,2,right_bias,1,1,1,2,0,0,1,0,0,1,0.5166666507720947,0.0,0.4027777910232544,0.08055555820465088,0.0,0.7718234062194824,0.7848705649375916,0.6808804273605347,0.8972643812497457,0.9147646625836691,0.7047713100910187,1.1607815980911256,1.0933178424835206,0.5843825221061707,1.108936071395874,0.9527347485224406,0.7209144433339437,0.8156795501708984,0.6952962875366211,0.6417618989944458,0.990859846274058,0.9315922756989797,0.7742084761460623,1.2327100038528442,1.1616374731063843,0.9970376133918762,1.2470741669336955,1.0142264366149902,0.9378869930903116,0.7116352319717407,0.7402751445770264,0.8079188466072083,0.7797399560610453,0.850685328245163,0.5681459357341131,0.637493348121643,0.816593611240387,0.22485946118831635,0.7420243223508199,0.8513274192810059,0.4055970311164856,0.7610529065132141,0.8652709722518921,0.9533255100250244,0.7852722307046255,0.8404592176278433,0.6396779914697012,0.6872595429420472,0.8187185645103454,0.25721857249736785,0.7371892333030701,0.8392993609110514,0.538985550403595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
