hour_index,lfp_hour_valid,time_s,epoch_ms,iso_time,elapsed_day,day_index,zt_hour,circadian_sin,circadian_cos,is_dark,rule_code,rule_label,perf_pct,perf_state_code,perf_state_label,bias_score,bias_state_code,bias_state_label,trial_count,valid_perf_count,choice_count,behavior_fill_source,rule_frequency,rule_reversal_frequency,perf_intermediate,perf_learned,bias_left,bias_right,occ_wake,occ_miniwake,occ_nrem,occ_rem,occ_working,lfp_mos_delta_norm,lfp_mos_theta_norm,lfp_mos_gamma_norm,lfp_acad_delta_norm,lfp_acad_theta_norm,lfp_acad_gamma_norm,lfp_pl_delta_norm,lfp_pl_theta_norm,lfp_pl_gamma_norm,lfp_ila_delta_norm,lfp_ila_theta_norm,lfp_ila_gamma_norm,state_wake_mos_delta_norm,state_wake_mos_theta_norm,state_wake_mos_gamma_norm,state_wake_acad_delta_norm,state_wake_acad_theta_norm,state_wake_acad_gamma_norm,state_wake_pl_delta_norm,state_wake_pl_theta_norm,state_wake_pl_gamma_norm,state_wake_ila_delta_norm,state_wake_ila_theta_norm,state_wake_ila_gamma_norm,state_miniwake_mos_delta_norm,state_miniwake_mos_theta_norm,state_miniwake_mos_gamma_norm,state_miniwake_acad_delta_norm,state_miniwake_acad_theta_norm,state_miniwake_acad_gamma_norm,state_miniwake_pl_delta_norm,state_miniwake_pl_theta_norm,state_miniwake_pl_gamma_norm,state_miniwake_ila_delta_norm,state_miniwake_ila_theta_norm,state_miniwake_ila_gamma_norm,state_nrem_mos_delta_norm,state_nrem_mos_theta_norm,state_nrem_mos_gamma_norm,state_nrem_acad_delta_norm,state_nrem_acad_theta_norm,state_nrem_acad_gamma_norm,state_nrem_pl_delta_norm,state_nrem_pl_theta_norm,state_nrem_pl_gamma_norm,state_nrem_ila_delta_norm,state_nrem_ila_theta_norm,state_nrem_ila_gamma_norm,state_rem_mos_delta_norm,state_rem_mos_theta_norm,state_rem_mos_gamma_norm,state_rem_acad_delta_norm,state_rem_acad_theta_norm,state_rem_acad_gamma_norm,state_rem_pl_delta_norm,state_rem_pl_theta_norm,state_rem_pl_gamma_norm,state_rem_ila_delta_norm,state_rem_ila_theta_norm,state_rem_ila_gamma_norm
1,1,5400.0,1776360600000.0,2026-04-17T01:30:00+08:00,0.0625,0,1.5,0.3826834323650898,0.9238795325112867,1,0,location_rule,43.22216796875,0,unlearned,0.2983035445213318,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.5790960192680359,0.0,0.4209039509296417,0.0,0.0,2.004791736602783,1.9493792057037354,1.1144037246704102,2.2186331351598105,1.5129450956980388,0.9574212928613027,3.2776698589324953,2.5992691040039064,0.3795051693916321,2.3808701038360596,2.217991272608439,0.5446982185045878,1.7736618518829346,1.8840570449829102,1.0072212219238281,2.3583147525787354,1.567107896010081,0.8849335213502248,2.82460412979126,2.220725727081299,0.37832186222076414,2.1517204443613687,2.1525208155314126,0.4642860194047292,1.880484938621521,1.80528724193573,1.2868927717208862,1.844929575920105,1.4270533124605815,1.2564339538415272,7.391372013092041,4.62018518447876,0.33649454116821287,2.659757932027181,1.9588617881139119,0.6838703751564026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1,9000.0,1776364200000.0,2026-04-17T02:30:00+08:00,0.10416666666666667,0,2.5,0.6087614290087207,0.7933533402912352,1,0,location_rule,43.22216796875,0,unlearned,0.2983035445213318,2,right_bias,0,0,0,3,0,0,0,0,0,1,0.28611111640930176,0.0027777778450399637,0.7083333134651184,0.0027777778450399637,0.0,2.246920108795166,2.13358736038208,0.9950643181800842,1.0871578951676686,1.2294978896776836,0.6881438146034876,0.4998570442199707,0.5267989099025726,0.4316281020641327,0.6700316866238912,0.9774582187334696,0.5541863838831583,1.2099878787994385,1.4699078798294067,0.9743797183036804,0.8458135525385538,0.9786872764428457,0.8196444561084112,0.7761523485183716,0.6634246587753296,0.4250465095043182,0.6136019627253214,0.7411948243776957,0.4582779010136922,1.6276209354400635,1.5557011365890503,1.0897889137268066,1.3136409322420757,1.1744422217210133,0.7203202644983927,1.0282975435256958,1.2255658984184266,0.4817279100418091,1.30378524462382,1.2741798559824626,0.7888086239496866,1.5251312255859375,1.9643124341964722,1.1974880695343018,1.1496923466523488,1.290850083033244,0.6741184045871099,1.4754576444625855,1.218880867958069,0.41626678705215453,1.1844637791315715,1.2843682368596394,1.7420716683069866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1,12600.0,1776367800000.0,2026-04-17T03:30:00+08:00,0.14583333333333334,0,3.5,0.7933533402912352,0.6087614290087207,1,0,location_rule,43.0621452331543,0,unlearned,0.15345920622348785,2,right_bias,23,16,16,1,0,0,0,0,0,1,0.7234637141227722,0.002793296007439494,0.25139665603637695,0.0,0.022346368059515953,0.835324227809906,1.063368797302246,1.0106850862503052,0.8998479247093201,0.8650632798671722,0.9139156540234884,1.0513843536376952,0.9179165124893188,0.5159208357334137,0.767235000928243,0.8346152901649475,0.6327529748280843,0.7323235869407654,0.9305485486984253,0.9498624801635742,0.7801930010318756,0.7908163468043009,0.8688048919041952,0.771438479423523,0.6836871266365051,0.3811867475509644,0.5700196226437887,0.6525314648946127,0.5049285391966502,1.2524226903915405,1.616481065750122,1.0918430089950562,0.8956030209859213,1.058071752389272,0.7172762155532837,0.44641112685203554,0.6739524841308594,0.816421914100647,0.9832326968510946,1.0934600432713826,0.8376694917678833,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1688885688781738,1.1943081617355347,0.8731851577758789,1.0030397574106853,0.7100166281064352,0.6345135370890299,2.8016615867614747,2.4007121086120606,1.0792752027511596,1.557613213857015,1.4609713554382324,0.6352889736493429
4,1,16200.0,1776371400000.0,2026-04-17T04:30:00+08:00,0.1875,0,4.5,0.9238795325112867,0.38268343236508984,1,0,location_rule,46.36288070678711,0,unlearned,-0.09719942510128021,1,neutral,91,82,82,1,0,0,0,0,0,0,0.7444444298744202,0.0,0.17499999701976776,0.0,0.08055555820465088,0.9195812940597534,0.8581382632255554,1.3117831945419312,1.9718021154403687,1.5057384967803955,1.746095319588979,2.6319861888885496,2.2069029331207277,0.9115899682044983,1.9578064282735188,1.5173505544662476,0.9728912115097046,1.2076553106307983,1.2287296056747437,1.3191355466842651,1.9141232371330261,1.709920585155487,1.660501519838969,1.8652473926544189,1.6207755088806153,0.9055010676383972,1.5475189685821533,1.3799144426981609,0.8609582980473837,1.4642128944396973,1.197717308998108,1.015392541885376,1.2709827919801076,1.0207187334696453,0.6772396067778269,2.3649872303009034,1.5519508600234986,0.3723799467086792,1.4048434495925903,1.1672653754552205,0.6040836970011393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8775096535682678,0.9638820886611938,0.9776890873908997,0.7242979556322098,0.9847172001997629,1.1604782243569691,0.430606484413147,0.6712196826934814,1.017610502243042,0.7170747518539429,0.8746929367383321,0.9503174622853597
5,1,19800.0,1776375000000.0,2026-04-17T05:30:00+08:00,0.22916666666666666,0,5.5,0.9914448613738104,0.1305261922200517,1,0,location_rule,48.99668502807617,0,unlearned,-0.0929611325263977,1,neutral,6,0,0,2,0,0,0,0,0,0,0.7472222447395325,0.0,0.15555556118488312,0.0,0.0972222238779068,0.8637330532073975,0.8227462768554688,1.1482092142105103,1.2409140169620514,1.075254003206889,1.5143011311690013,1.2952853202819825,1.2323709011077881,0.5752533376216888,1.2367986838022869,1.2529797554016113,0.8567214806874593,0.996288537979126,1.0010452270507812,1.1071581840515137,1.0862503349781036,1.095939040184021,1.4108489751815796,0.8979410409927369,0.8842005968093872,0.5441455483436585,0.930179754892985,1.0841616193453472,0.7380388776461283,1.7173066139221191,1.5247297286987305,1.1530545949935913,1.323947827021281,1.108386754989624,0.7047452529271444,1.353682017326355,1.2327787399291992,0.32129549980163574,1.4120701154073079,1.3318504095077515,0.5701955656210581,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8640398979187012,1.0681967735290527,0.8268772959709167,1.0162644386291504,0.8658087452252706,0.9153408110141754,2.1648826599121094,1.262596559524536,0.9925304770469665,1.711257020632426,1.5898804267247517,0.9640505711237589
6,1,23400.0,1776378600000.0,2026-04-17T06:30:00+08:00,0.2708333333333333,0,6.5,0.9914448613738104,-0.1305261922200516,0,0,location_rule,48.99668502807617,0,unlearned,-0.0929611325263977,1,neutral,0,0,0,3,0,0,0,0,0,0,0.3777777850627899,0.0,0.5972222089767456,0.02500000037252903,0.0,1.7610939741134644,1.3886221647262573,0.940854549407959,1.2309468587239583,1.2006174325942993,1.0805329183737438,0.7455321192741394,0.6831998467445374,1.4244769096374512,0.90106068054835,1.0338504314422607,1.2854513724644978,1.2029533386230469,1.1680196523666382,0.9512715339660645,1.1412597994009654,1.1461636622746785,1.259737233320872,0.9824999451637269,0.8519941568374634,1.884067988395691,0.9588873982429504,1.0254499912261963,1.422184427579244,1.4042718410491943,1.0893603563308716,0.9999796748161316,1.316603144009908,1.078081528345744,1.0937554637591045,0.7675707101821899,0.8468120574951172,1.1091403245925904,1.234124978383382,1.1117215156555176,1.4105383952458699,2.4768943786621094,1.66517174243927,0.9758122563362122,1.9699036081631978,1.3664134939511616,1.188557207584381,1.2547820568084718,1.2230568408966065,0.40612074732780457,1.936612645785014,1.579866886138916,0.5992424686749777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,27000.0,1776382200000.0,2026-04-17T07:30:00+08:00,0.3125,0,7.5,0.9238795325112868,-0.3826834323650895,0,0,location_rule,54.78501510620117,0,unlearned,-0.18155770003795624,0,left_bias,22,17,17,1,0,0,0,0,1,0,0.4749999940395355,0.0,0.5027777552604675,0.02222222276031971,0.0,1.1684165000915527,1.0158655643463135,0.7925469279289246,1.2506620486577351,0.8677323659261068,0.9012611210346222,1.8250395059585571,0.9316287398338318,1.4294141054153442,1.3528943459192913,0.9057820638020834,1.4996087948481243,1.1893019676208496,0.8362707495689392,0.7138476967811584,1.4661681652069092,0.745327353477478,0.8228629926840464,2.017439126968384,0.9943780660629272,1.2496806859970093,1.5329792499542236,0.8748362064361572,1.0406078497568767,0.9726265072822571,0.9128206968307495,0.9132404923439026,0.9332650701204935,0.9234547118345896,1.1968296269575756,0.7356412529945373,0.8445104002952576,1.6588037490844727,0.898461639881134,0.9213074445724487,2.458433230717977,0.9223507642745972,0.8371798396110535,0.920505940914154,0.8010825912157694,0.7490639487902323,0.8014376163482666,1.9123995542526244,1.0788828134536743,1.0078104972839355,1.0900518496831257,0.9094990094502767,1.4028662045796711,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1,30600.0,1776385800000.0,2026-04-17T08:30:00+08:00,0.3541666666666667,0,8.5,0.7933533402912352,-0.6087614290087207,0,0,location_rule,52.70084762573242,0,unlearned,-0.18066520988941193,0,left_bias,3,0,0,2,0,0,0,0,1,0,0.2611111104488373,0.0055555556900799274,0.6000000238418579,0.13333334028720856,0.0,0.981951117515564,1.2182893753051758,0.7665733098983765,0.5603012442588806,0.8346802393595377,0.6305532952149709,0.19504501819610595,0.2811840683221817,0.6605338096618653,0.35598812500635785,0.5695273081461588,0.574452131986618,0.6774740815162659,0.8804557919502258,0.7724601030349731,0.44324397047360736,0.6283780833085378,0.719771941502889,0.3204347461462021,0.40988996624946594,0.8521341562271119,0.37093738714853924,0.4445488055547078,0.6818793217341105,0.7757377028465271,0.9461573958396912,0.8337332606315613,0.7545140584309896,0.8545699715614319,0.6963889896869659,0.4725260615348816,0.6164673805236817,0.6530262112617493,0.7036561965942383,0.8117606242497762,0.6353520353635153,0.790850818157196,1.0228749513626099,0.8842390179634094,0.7081651985645294,0.7786233921845754,0.669334203004837,1.084735667705536,0.8713480234146118,0.6331997632980346,0.7604156533877054,0.7838388880093893,1.0319528182347615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1,34200.0,1776389400000.0,2026-04-17T09:30:00+08:00,0.3958333333333333,0,9.5,0.6087614290087209,-0.793353340291235,0,0,location_rule,52.70084762573242,0,unlearned,-0.18066520988941193,0,left_bias,0,0,0,3,0,0,0,0,1,0,0.32499998807907104,0.0055555556900799274,0.6333333253860474,0.03611111268401146,0.0,1.0392931699752808,1.3664679527282715,0.8388475179672241,0.6098374128341675,0.9677484035491943,0.8135298589865366,0.35898032784461975,0.6348045110702515,1.0114104986190795,0.5071275333563486,0.8547940651575724,0.671653131643931,0.9747937321662903,1.2464463710784912,0.8250852227210999,0.5461451808611552,0.8946375250816345,0.8675907750924429,0.5151998698711395,0.920568323135376,0.6459571242332458,0.5862907568613688,1.0327758987744649,0.5356910427411398,0.7493206858634949,1.004154086112976,0.914509117603302,0.7136524518330892,0.9209731022516886,0.9602205355962118,0.5947710514068604,0.7294831275939941,1.3285016059875487,0.7166708111763,0.8120481967926025,0.967367927233378,1.3626487255096436,1.6580675840377808,0.9588370323181152,1.174996515115102,1.274334987004598,0.8777498006820679,1.6934255599975585,1.183348798751831,2.2787661075592043,1.2792316277821858,1.2627445856730144,1.3454060554504395,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1,37800.0,1776393000000.0,2026-04-17T10:30:00+08:00,0.4375,0,10.5,0.3826834323650899,-0.9238795325112867,0,0,location_rule,52.70084762573242,0,unlearned,-0.18066520988941193,0,left_bias,0,0,0,3,0,0,0,0,1,0,0.5666666626930237,0.0027777778450399637,0.4000000059604645,0.03055555559694767,0.0,0.7567313313484192,0.9518083930015564,0.8863164782524109,0.6584294040997823,0.8874803284804026,0.8247963488101959,0.5906563758850097,0.7185270071029664,0.562294852733612,0.799873153368632,0.8641886711120605,0.7661366860071818,0.7947533130645752,0.9959620833396912,0.8726887106895447,0.5960799157619476,0.8097474078337351,0.7743704915046692,0.5419686675071717,0.6571905374526977,0.6178959012031555,0.7532237966855367,0.8329158226648966,0.8616991639137268,0.7078732252120972,0.8813624978065491,0.9124809503555298,0.7077894310156504,0.9193228085835775,0.9986757834752401,0.4039945363998413,0.6269131183624268,0.37586572766304016,0.6711744666099548,0.763778567314148,0.4270760416984558,1.275044560432434,1.6620421409606934,0.9697884917259216,1.1470208863417308,1.3412187695503235,1.023725966612498,0.689850914478302,1.0196085810661315,0.3712394654750824,1.071767807006836,1.1942039330800374,0.4612359901269277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
