hour_index,lfp_hour_valid,time_s,epoch_ms,iso_time,elapsed_day,day_index,zt_hour,circadian_sin,circadian_cos,is_dark,rule_code,rule_label,perf_pct,perf_state_code,perf_state_label,bias_score,bias_state_code,bias_state_label,trial_count,valid_perf_count,choice_count,behavior_fill_source,rule_frequency,rule_reversal_frequency,perf_intermediate,perf_learned,bias_left,bias_right,occ_wake,occ_miniwake,occ_nrem,occ_rem,occ_working,lfp_mos_delta_norm,lfp_mos_theta_norm,lfp_mos_gamma_norm,lfp_acad_delta_norm,lfp_acad_theta_norm,lfp_acad_gamma_norm,lfp_pl_delta_norm,lfp_pl_theta_norm,lfp_pl_gamma_norm,lfp_ila_delta_norm,lfp_ila_theta_norm,lfp_ila_gamma_norm,state_wake_mos_delta_norm,state_wake_mos_theta_norm,state_wake_mos_gamma_norm,state_wake_acad_delta_norm,state_wake_acad_theta_norm,state_wake_acad_gamma_norm,state_wake_pl_delta_norm,state_wake_pl_theta_norm,state_wake_pl_gamma_norm,state_wake_ila_delta_norm,state_wake_ila_theta_norm,state_wake_ila_gamma_norm,state_miniwake_mos_delta_norm,state_miniwake_mos_theta_norm,state_miniwake_mos_gamma_norm,state_miniwake_acad_delta_norm,state_miniwake_acad_theta_norm,state_miniwake_acad_gamma_norm,state_miniwake_pl_delta_norm,state_miniwake_pl_theta_norm,state_miniwake_pl_gamma_norm,state_miniwake_ila_delta_norm,state_miniwake_ila_theta_norm,state_miniwake_ila_gamma_norm,state_nrem_mos_delta_norm,state_nrem_mos_theta_norm,state_nrem_mos_gamma_norm,state_nrem_acad_delta_norm,state_nrem_acad_theta_norm,state_nrem_acad_gamma_norm,state_nrem_pl_delta_norm,state_nrem_pl_theta_norm,state_nrem_pl_gamma_norm,state_nrem_ila_delta_norm,state_nrem_ila_theta_norm,state_nrem_ila_gamma_norm,state_rem_mos_delta_norm,state_rem_mos_theta_norm,state_rem_mos_gamma_norm,state_rem_acad_delta_norm,state_rem_acad_theta_norm,state_rem_acad_gamma_norm,state_rem_pl_delta_norm,state_rem_pl_theta_norm,state_rem_pl_gamma_norm,state_rem_ila_delta_norm,state_rem_ila_theta_norm,state_rem_ila_gamma_norm
1,1,5400.0,1775928600000.0,2026-04-12T01:30:00+08:00,0.0625,0,1.5,0.3826834323650898,0.9238795325112867,1,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.315693199634552,0.3226240575313568,1.011523962020874,1.5600329240163167,0.8288841744263967,1.2880244453748066,2.3773472785949705,1.9737917900085449,1.89092857837677,2.2709943453470864,1.6593809525171916,1.7372236251831055,0.7616124749183655,0.7861734628677368,0.9890027642250061,1.22653466463089,0.9629929761091868,1.0752821167310078,1.2364749431610107,1.0863929033279418,1.4665701866149903,1.39090096950531,1.3022964000701904,1.3049993912378948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1,9000.0,1775932200000.0,2026-04-12T02:30:00+08:00,0.10416666666666667,0,2.5,0.6087614290087207,0.7933533402912352,1,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.800000011920929,0.0,0.1944444477558136,0.0055555556900799274,0.0,1.3356497287750244,1.0230432748794556,1.244633436203003,3.0508623123168945,1.836876928806305,1.5046675602595012,4.567783355712891,4.137651062011718,1.623990821838379,3.421680450439453,2.618476390838623,1.3808623949686687,1.735161542892456,1.403279185295105,1.1933379173278809,2.6409265200297036,2.083854337533315,1.377372811237971,2.9473456859588625,2.8022978782653807,1.4039564609527588,2.4985416730244956,2.295573870340983,1.1221233208974202,2.140613555908203,1.6048647165298462,1.370898962020874,2.0162391463915506,1.5328971942265828,0.9028062323729197,2.0021356105804444,1.6016071319580079,1.17569420337677,1.968275507291158,1.7155754168828328,1.3923685153325398,3.3581502437591553,2.249049425125122,1.1991146802902222,2.8196306626001992,2.069717288017273,0.7443426251411438,1.5580679655075074,1.494542121887207,1.1104491233825684,2.4145381450653076,2.245104710261027,1.4108149607976277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1,12600.0,1775935800000.0,2026-04-12T03:30:00+08:00,0.14583333333333334,0,3.5,0.7933533402912352,0.6087614290087207,1,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.605555534362793,0.0,0.39444443583488464,0.0,0.0,1.5757910013198853,1.0905038118362427,1.0288232564926147,1.3461246093114216,1.1815554300944011,0.9191769659519196,1.1198988199234008,1.1249631881713866,0.9519981861114502,1.2688002586364746,1.1801296869913738,1.0324890812238057,1.2778291702270508,1.0185010433197021,0.9781969785690308,0.9499236245950063,1.0472396711508434,0.933574378490448,0.882063364982605,0.8989805102348327,0.8440549492835998,0.9743711948394775,0.92401256163915,0.8673622210820516,1.7636265754699707,1.201016902923584,1.0908654928207397,1.854812244574229,1.2926400105158489,0.8702882826328278,2.6919071197509767,1.7206128597259522,1.0550220966339112,1.8967493772506714,1.4702564875284831,1.342902382214864,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,1,16200.0,1775939400000.0,2026-04-12T04:30:00+08:00,0.1875,0,4.5,0.9238795325112867,0.38268343236508984,1,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.949999988079071,0.0027777778450399637,0.03611111268401146,0.011111111380159855,0.0,0.2579163610935211,0.2810487449169159,0.9822282195091248,0.8899455964565277,0.5879237006107966,1.2501806020736694,1.2116894960403441,0.8985589385032654,1.4798403978347778,1.2791250149408977,0.811958909034729,1.3637630939483643,0.5579150319099426,0.5687265992164612,0.9636298418045044,0.707662840684255,0.6397572259108225,1.0810406307379405,0.6627920746803284,0.5169683933258057,1.1812352418899537,0.8206141392389933,0.6514151096343994,1.0499190092086792,0.5253655910491943,0.8035603761672974,1.0144283771514893,0.6928671896457672,0.8984646101792654,0.7626700301965078,0.8076086401939392,0.8328454732894898,1.0332323789596558,0.7595499952634176,0.8627682328224182,1.313213586807251,0.4486004710197449,0.5419828295707703,0.7894697189331055,0.7302842785914739,0.6707424521446228,0.599740078051885,1.3046579360961914,0.8669741153717041,0.8818948149681092,0.6149219473203024,0.6881642540295919,1.360047737757365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,1,19800.0,1775943000000.0,2026-04-12T05:30:00+08:00,0.22916666666666666,0,5.5,0.9914448613738104,0.1305261922200517,1,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.6277777552604675,0.0055555556900799274,0.3611111044883728,0.0055555556900799274,0.0,1.3352091312408447,1.02506422996521,1.037426233291626,1.0135061740875244,1.0337931215763092,1.0807864864667256,0.8938657164573669,0.9084912300109863,1.0559453964233398,1.0202144781748455,1.0745665629704793,1.10829496383667,1.0249300003051758,1.058935523033142,1.0097999572753906,0.7441641390323639,0.9321576654911041,1.131787101427714,0.7186656594276428,0.7302571535110474,0.9797468066215516,0.7939528028170267,0.863805095354716,1.0107963879903157,1.607480764389038,1.1511672735214233,1.0632131099700928,1.391735017299652,1.1194870471954346,0.6792442003885905,0.798642349243164,1.0110976338386535,0.9964473724365235,1.3670116662979126,1.2784487009048462,1.0956184069315593,3.4456262588500977,1.5236117839813232,1.0649770498275757,2.5285232067108154,1.229899823665619,0.6092688590288162,1.805695152282715,1.5042044878005982,0.9714162349700928,2.4739073117574057,1.738726258277893,1.2822949091593425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,1,23400.0,1775946600000.0,2026-04-12T06:30:00+08:00,0.2708333333333333,0,6.5,0.9914448613738104,-0.1305261922200516,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.2894825041294098,0.29848575592041016,1.0119627714157104,1.1267000635464985,0.6637014249960581,0.887517511844635,1.8251408815383912,1.713173007965088,1.1880691528320313,1.3116772174835205,1.2153129975001018,1.2623710632324219,0.6983789205551147,0.727353036403656,0.9894317984580994,0.891027828057607,0.7801991204420725,0.7757323284943899,0.9492590427398682,0.9434269189834594,0.9241455674171448,0.8034305175145467,0.9534354408582052,0.9520496328671774,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,27000.0,1775950200000.0,2026-04-12T07:30:00+08:00,0.3125,0,7.5,0.9238795325112868,-0.3826834323650895,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.2777777910232544,0.0,0.7222222089767456,0.0,0.0,2.5398247241973877,2.1291065216064453,1.0939451456069946,1.153069754441579,1.3430888056755066,0.7131625016530355,0.39739946126937864,0.5841359615325927,0.7968905210494995,0.71834397315979,1.0994858741760254,0.7687067786852518,2.138834238052368,2.0844368934631348,1.00239098072052,0.8424451351165771,1.1402663787206013,0.6446563899517059,0.6184721827507019,0.8388622999191284,0.760497510433197,0.652944803237915,0.9611417055130005,0.7224566539128622,1.7602373361587524,1.481614351272583,1.1397253274917603,1.4707329273223877,1.2145139575004578,0.8984363774458567,1.0527927994728088,1.0992146253585815,1.0299916028976441,1.4102504253387451,1.2977911233901978,1.0933759808540344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,1,30600.0,1775953800000.0,2026-04-12T08:30:00+08:00,0.3541666666666667,0,8.5,0.7933533402912352,-0.6087614290087207,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.4833333194255829,0.0027777778450399637,0.5111111402511597,0.0027777778450399637,0.0,1.4093830585479736,1.3506944179534912,0.9912078380584717,0.8349353571732839,0.9949977894624075,0.844085286060969,0.5171621561050415,0.5705918908119202,0.8992851972579956,0.6372842987378439,0.8384295701980591,0.8533346851666769,0.8601933121681213,1.034227728843689,0.9437189102172852,0.5354240437348684,0.7279777228832245,0.9144989351431528,0.46997004747390747,0.49473918676376344,0.8478779792785645,0.45365457733472186,0.5654562910397848,0.8306395808855692,1.3346596956253052,1.2619869709014893,1.033398985862732,1.2187875111897786,1.080973744392395,0.7472994029521942,1.7868877172470092,1.315871286392212,1.0167344808578491,1.328381339708964,1.1904010375340779,0.9923182328542074,0.35081538558006287,0.41477614641189575,1.0653107166290283,0.37074734767278034,0.4023815294106801,0.7066523283720016,1.556605577468872,0.7269797205924988,1.013956570625305,0.5476761062939962,0.4820152223110199,0.9312123854955038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9,1,34200.0,1775957400000.0,2026-04-12T09:30:00+08:00,0.3958333333333333,0,9.5,0.6087614290087209,-0.793353340291235,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.3333333432674408,0.0055555556900799274,0.6083333492279053,0.05277777835726738,0.0,1.2541141510009766,1.3224304914474487,0.9725720286369324,0.8475299974282583,1.0748893817265828,0.7951770226160685,0.45325589179992676,0.5795472383499145,0.8428122758865356,0.6423371434211731,0.8781878352165222,0.9256607095400492,0.8792935013771057,0.9400681853294373,0.9664809703826904,0.6878653864065806,0.8743798037370046,0.9637679557005564,0.6207971811294556,0.7451370120048523,0.9134463191032409,0.6521159211794535,0.784622331460317,1.1596251527468364,0.9969558119773865,1.0541414022445679,0.9841974377632141,1.0729442238807678,1.0156865517298381,0.725205272436142,0.9684014797210694,0.9805683493614197,0.9517945408821106,1.07982071240743,1.0600910981496174,0.9843379656473795,1.2159137725830078,1.1963419914245605,1.0096009969711304,1.1597448984781902,1.0191260874271393,0.6799366722504298,1.1385685682296753,1.0238701343536376,0.9352471351623535,1.288632909456889,1.129125674565633,1.0401957035064697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,1,37800.0,1775961000000.0,2026-04-12T10:30:00+08:00,0.4375,0,10.5,0.3826834323650899,-0.9238795325112867,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.3333333432674408,0.0055555556900799274,0.605555534362793,0.0555555559694767,0.0,1.125531792640686,1.129608154296875,0.9591931700706482,0.7014237344264984,0.9846100906531016,1.014933317899704,0.246486034989357,0.4542398989200592,0.7996221780776978,0.49730995297431946,0.7891392111778259,0.794705351193746,0.8262096047401428,0.9051347374916077,0.9026975631713867,0.46574364105860394,0.7357379595438639,1.0260400672753651,0.31689149141311646,0.5554397583007813,0.744173264503479,0.4510915478070577,0.6708590388298035,0.912074347337087,0.8924402594566345,0.8881978392601013,0.991625964641571,0.9938783049583435,0.9631610413392385,1.2222136457761128,0.78166743516922,0.9136977553367615,1.0154334783554078,0.9605363607406616,0.9833499193191528,0.9280331134796143,1.0795501470565796,1.032501220703125,1.0816283226013184,1.1094665328661601,0.9833406408627828,1.2004982431729634,0.7753119111061096,0.9145079731941224,1.0497385263442993,0.9929637710253397,1.0200186173121135,1.021314024925232,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1,41400.0,1775964600000.0,2026-04-12T11:30:00+08:00,0.4791666666666667,0,11.5,0.130526192220052,-0.9914448613738104,0,2,reversal_frequency_rule,66.34376525878906,1,intermediate,-0.627634584903717,0,left_bias,0,0,0,3,0,1,1,0,1,0,0.1527777761220932,0.0,0.7222222089767456,0.125,0.0,1.0673956871032715,1.1604037284851074,0.9375361800193787,0.5654230962196986,0.9329861799875895,0.8947686553001404,0.11309593915939331,0.19336891174316406,0.7244037985801697,0.3525728682676951,0.5823015570640564,0.5921779076258341,1.3011876344680786,1.5323375463485718,0.9506109952926636,0.4089329739411672,0.8380373617013296,0.7986867725849152,0.1853903591632843,0.20248986184597015,0.6870458364486695,0.3391351600488027,0.3689645230770111,0.5502041578292847,0.7079055905342102,0.7556996941566467,0.9417242407798767,0.7840495606263479,0.8292745451132456,1.2165685991446178,0.8808688044548034,0.8586089611053467,0.9796402096748352,0.8455123504002889,0.8055840333302816,0.8952246109644572,1.0017369985580444,0.9269194006919861,1.0375436544418335,0.9798437158266703,0.9405878186225891,0.9446300566196442,0.6677211880683899,0.8914317846298218,0.9968119859695435,0.8984525998433431,0.9777961174647013,0.9601882298787435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
